Date,profitMargin,P/E,P/B,PEG,D/E,ROE,ROA,dividendYield,dividendPayoutRatio,quickRatio,goodwill,dcf,price,stockPrice,numberOfShares,marketCapitalization,revenue,ebitda,revenueGrowth,netIncomeGrowth,freeCashFlowGrowth,dividendsperShareGrowth,fiveYDividendperShareGrowth,dividendPerShare,dividendPaid,ebitdaMargin,company_age,sector
1997-12-31,0.118,17.071,3.55,7.58,11.534,0.208,0.017,0.012,0.212,0.253,0.0,27.42,24.42,24.417,1392000000.0,33988774416.0,16836000000.0,3861000000.0,0.113,0.047,0.072,0.015,-0.182,0.29,407911680.0,0.229,20,Financial Services
1998-12-31,0.118,19.094,4.009,8.296,11.447,0.21,0.017,0.01,0.193,0.24,0.0,33.02,30.02,30.015,1362000000.0,40881104190.0,18133000000.0,3712000000.0,0.077,0.075,-0.264,0.0,0.064,0.3,408872400.0,0.205,21,Financial Services
1999-12-31,0.122,25.017,6.133,10.701,13.712,0.245,0.017,0.007,0.163,0.257,0.0,51.74,46.17,46.172,1341000000.0,61916749893.0,20227000000.0,4502000000.0,0.115,0.156,0.849,-0.009,-0.099,0.32,433397790.0,0.223,22,Financial Services
2000-12-31,0.126,19.804,4.763,8.383,12.217,0.24,0.018,0.008,0.15,0.284,0.0,48.33,41.94,41.936,1327000000.0,55648571721.0,22321000000.0,5655000000.0,0.104,0.135,-0.172,0.053,0.035,0.34,445235040.0,0.253,23,Financial Services
2001-12-31,0.062,31.204,3.399,13.179,11.553,0.109,0.009,0.01,0.323,0.281,0.0,36.35,30.9,30.898,1324000000.0,40909071160.0,21081000000.0,4293000000.0,-0.056,-0.533,-0.178,0.009,0.07,0.31,409116000.0,0.204,24,Financial Services
2002-12-31,0.118,15.019,2.894,6.324,10.345,0.193,0.017,0.011,0.161,0.311,0.0,38.18,30.39,30.39,1320000000.0,40115347800.0,22725000000.0,5760000000.0,0.078,1.037,0.793,0.017,0.072,0.33,441262800.0,0.253,25,Financial Services
2003-12-31,0.12,19.505,3.802,7.989,10.421,0.195,0.017,0.008,0.158,0.266,0.0,49.84,45.38,45.376,1284000000.0,58262210052.0,24961000000.0,5815000000.0,0.098,0.118,-0.81,0.126,0.207,0.36,466143360.0,0.233,26,Financial Services
2004-12-31,0.122,16.89,3.632,6.783,11.025,0.215,0.018,0.009,0.155,0.31,0.0,54.08,46.22,46.216,1259000000.0,58185741301.0,28248000000.0,6505000000.0,0.132,0.153,4.539,0.158,0.411,0.42,523718820.0,0.23,27,Financial Services
2005-12-31,0.16,17.395,6.157,6.842,9.803,0.354,0.033,0.009,0.16,0.587,0.0,58.46,52.68,52.68,1233000000.0,64954440000.0,23347000000.0,6283000000.0,-0.173,0.084,-0.115,0.139,0.526,0.47,584589960.0,0.269,28,Financial Services
2006-12-31,0.143,18.966,6.689,7.332,11.164,0.353,0.029,0.009,0.178,0.627,0.0,64.65,58.01,58.01,1212000000.0,70308117576.0,25900000000.0,8829000000.0,0.109,-0.007,0.095,0.126,0.703,0.52,632773080.0,0.341,29,Financial Services
2007-12-31,0.145,13.841,5.035,5.179,12.585,0.364,0.91,0.013,0.177,0.643,1508000000.0,57.42,47.34,47.34,1173000000.0,55529820000.0,27731000000.0,10004000000.0,0.071,0.082,-0.073,0.113,0.863,0.62,721887660.0,0.361,30,Financial Services
2008-12-31,0.095,7.153,1.63,2.633,9.647,0.228,0.021,0.043,0.31,0.84,2301000000.0,34.61,16.73,16.73,1154000000.0,19306420000.0,28365000000.0,7676000000.0,0.023,-0.327,0.019,0.193,0.975,0.72,830176060.0,0.271,31,Financial Services
2009-12-31,0.087,20.651,3.053,7.694,7.614,0.148,0.017,0.021,0.434,0.866,2328000000.0,51.04,37.66,37.66,1168000000.0,43986880000.0,24312000000.0,6111000000.0,-0.143,-0.211,-0.27,0.092,0.862,0.79,923724480.0,0.251,32,Financial Services
2010-12-31,0.146,12.843,3.21,4.867,8.06,0.25,0.028,0.017,0.214,0.887,2639000000.0,58.04,43.86,43.86,1188000000.0,52105681188.0,27639000000.0,9304000000.0,0.137,0.905,0.497,-0.077,0.507,0.75,885796560.0,0.337,33,Financial Services
2011-12-31,0.165,11.725,3.079,4.406,7.159,0.263,0.032,0.015,0.174,0.92,3172000000.0,70.36,49.12,49.12,1178000000.0,57863358822.0,29962000000.0,10230000000.0,0.084,0.216,0.105,0.002,0.34,0.74,867950400.0,0.341,34,Financial Services
2012-12-31,0.142,15.024,3.566,5.439,7.109,0.237,0.029,0.013,0.201,0.905,3181000000.0,79.04,59.33,59.33,1135000000.0,67339552270.0,31582000000.0,9668000000.0,0.054,-0.092,-0.351,0.087,0.309,0.77,875414150.0,0.306,35,Financial Services
2013-12-31,0.163,17.489,4.807,6.036,6.867,0.275,0.035,0.01,0.175,0.849,3198000000.0,104.73,86.62,86.62,1082000000.0,93722843246.0,32970000000.0,10866000000.0,0.044,0.196,0.251,0.092,0.198,0.87,937228400.0,0.33,36,Financial Services
2014-12-31,0.172,14.328,4.079,4.776,6.696,0.285,0.037,0.012,0.177,0.861,3024000000.0,102.05,80.69,80.69,1045000000.0,84321052090.0,33548000000.0,11710000000.0,0.018,0.098,0.299,0.148,0.259,0.97,1011852600.0,0.349,37,Financial Services
2015-12-31,0.208,10.352,2.585,3.299,6.797,0.25,0.032,0.022,0.227,0.751,2749000000.0,76.31,53.5,53.5,999000000.0,53446500000.0,32757000000.0,10604000000.0,-0.024,-0.123,-0.017,0.178,0.608,1.18,1175823000.0,0.324,38,Financial Services
2016-12-31,0.213,13.333,3.517,3.968,6.75,0.264,0.034,0.017,0.223,0.824,2927000000.0,104.2,77.28,77.28,933000000.0,72102239067.0,33337000000.0,10895000000.0,0.018,0.047,-0.289,0.103,0.77,1.31,1225738080.0,0.327,39,Financial Services
2017-12-31,0.112,31.857,4.782,8.973,8.939,0.15,0.015,0.014,0.457,0.836,3009000000.0,135.97,98.71,98.71,883000000.0,87160929117.0,33471000000.0,10847000000.0,0.004,-0.494,0.822,0.095,0.783,1.38,1220253020.0,0.324,40,Financial Services
2018-12-31,0.24,12.698,3.943,3.467,7.461,0.31,0.037,0.015,0.191,0.794,3072000000.0,134.68,102.67,102.67,856000000.0,87885518288.0,40315000000.0,12358000000.0,0.204,1.53,-0.389,0.092,0.782,1.54,1318282800.0,0.307,41,Financial Services
2019-12-31,0.219,16.32,4.781,4.31,7.596,0.293,0.048,0.013,0.21,0.687,3315000000.0,162.05,133.22,133.22,828000000.0,110306160828.0,43556000000.0,13081000000.0,0.08,-0.023,0.573,0.11,0.724,1.73,1433980080.0,0.3,42,Financial Services
2020-12-31,0.087,29.853,4.072,7.666,7.326,0.136,0.016,0.016,0.47,8.476,3852000000.0,157.06,116.26,116.26,805000000.0,93589301610.0,36087000000.0,7937000000.0,-0.171,-0.536,-0.657,0.066,0.561,1.86,1497428800.0,0.22,43,Financial Services
2021-12-31,0.19,16.871,6.181,4.133,7.591,0.366,0.043,0.011,0.18,10.092,3804000000.0,204.36,177.06,177.06,789000000.0,139700338422.0,43147000000.0,13667000000.0,0.196,1.571,2.184,0.002,0.419,1.95,1536703740.0,0.317,44,Financial Services
